timestamp,temperature_C,dewpoint_C,pressure_hPa,wind_speed_kmh,wind_direction_deg,relative_humidity_pct
2022-01-01 00:00:00,9.735168,6.213806,904.00806,9.734409,48.901978,78.70925
2022-01-01 01:00:00,9.719452,6.222748,904.4155,9.835841,49.265656,78.84082
2022-01-01 02:00:00,10.679138,6.786133,905.0483,10.040199,50.15747,76.86743
2022-01-01 03:00:00,11.038544,6.863312,905.59875,10.122857,51.79413,75.45193
2022-01-01 04:00:00,11.689087,7.0900574,905.93243,9.91402,53.060333,73.40395
2022-01-01 05:00:00,14.3619995,8.005463,905.7911,9.424968,53.029236,65.61475
2022-01-01 06:00:00,15.233002,8.151154,905.1348,8.729425,51.241333,62.6507
2022-01-01 07:00:00,15.58313,8.193726,904.1593,8.045204,47.406097,61.43691
2022-01-01 08:00:00,16.770721,8.31778,903.20386,7.6233563,42.636444,57.438595
2022-01-01 09:00:00,16.884064,8.298065,902.62866,7.567363,38.658844,56.950943
2022-01-01 10:00:00,15.62262,8.446991,902.3415,6.8259287,40.04489,62.34309
2022-01-01 11:00:00,15.423645,8.437317,902.3592,7.4491224,40.73242,63.101624
2022-01-01 12:00:00,15.243988,8.472443,902.68335,7.848358,40.09787,63.985306
2022-01-01 13:00:00,14.986725,8.53656,903.21344,8.231996,40.613342,65.33513
2022-01-01 14:00:00,13.941437,8.447693,903.90326,8.536028,41.479706,69.48007
2022-01-01 15:00:00,12.986633,8.108337,904.3831,8.713042,42.12802,72.25401
2022-01-01 16:00:00,12.741211,8.061371,904.5709,8.837052,42.5112,73.189445
2022-01-01 17:00:00,12.036438,7.823059,904.4588,8.930374,42.86563,75.42339
2022-01-01 18:00:00,11.778931,7.704071,904.1808,9.017081,43.004913,76.095184
2022-01-01 19:00:00,11.578491,7.6299744,903.8053,9.103604,42.86142,76.72047
2022-01-01 20:00:00,10.979858,7.3244324,903.3448,9.2094145,42.432983,78.17586
2022-01-01 21:00:00,10.836945,7.2184753,902.9154,9.400569,41.93518,78.35185
2022-01-01 22:00:00,10.257507,6.845276,902.7418,8.579842,46.2312,79.379776
2022-01-01 23:00:00,10.205658,6.824585,902.7932,8.873899,45.27942,79.5421
2022-01-02 00:00:00,10.277863,6.8050537,902.97565,9.109498,45.494263,79.05351
2022-01-02 01:00:00,10.255981,6.804718,903.4011,9.333111,46.542755,79.16726
2022-01-02 02:00:00,11.039001,7.197815,903.94977,9.593754,48.17798,77.19837
2022-01-02 03:00:00,11.456116,7.249481,904.49615,9.791172,50.656586,75.36026
2022-01-02 04:00:00,12.103241,7.47406,904.7512,9.644364,53.47162,73.327255
2022-01-02 05:00:00,14.766235,8.292511,904.53156,9.081107,54.28604,65.182724
2022-01-02 06:00:00,15.658752,8.350952,903.8223,8.362259,52.765503,61.795635
2022-01-02 07:00:00,15.960297,8.333008,902.86804,7.6518984,49.101685,60.542072
2022-01-02 08:00:00,17.286377,8.375977,901.9204,7.231794,43.876617,55.81279
2022-01-02 09:00:00,17.38272,8.303253,901.266,7.2055264,39.83716,55.201275
2022-01-02 10:00:00,16.006866,8.463226,901.0769,6.870293,42.087006,60.897263
2022-01-02 11:00:00,15.867065,8.434662,901.18634,7.494397,43.49713,61.324673
2022-01-02 12:00:00,15.641327,8.576813,901.49756,7.8029184,42.47702,62.818123
