timestamp,temperature_C,dewpoint_C,pressure_hPa,wind_speed_kmh,wind_direction_deg,relative_humidity_pct
2023-01-01 00:00:00,10.126282,5.6473083,902.97217,6.647094,32.668945,73.7317
2023-01-01 01:00:00,10.077972,5.6006775,903.5769,6.8813505,34.342438,73.731606
2023-01-01 02:00:00,10.990143,6.175659,904.3059,7.1071296,36.882385,72.19794
2023-01-01 03:00:00,11.644806,6.2960815,904.94604,7.1845,39.335083,69.7117
2023-01-01 04:00:00,12.283905,6.334778,905.30365,7.0249715,39.799683,67.01618
2023-01-01 05:00:00,14.774658,7.004883,905.21185,6.584899,37.171753,59.6733
2023-01-01 06:00:00,15.63681,6.9881287,904.6898,6.079666,30.132904,56.393867
2023-01-01 07:00:00,15.919952,6.8377075,903.8404,5.8534055,20.106018,54.813755
2023-01-01 08:00:00,17.056427,6.7467957,902.9137,6.0093403,11.731567,50.67461
2023-01-01 09:00:00,17.208832,6.635254,902.24115,6.4726424,8.816498,49.80519
2023-01-01 10:00:00,15.968933,6.8661804,901.84283,6.527823,10.925568,54.749382
2023-01-01 11:00:00,15.748352,6.8983154,901.9529,7.2541866,18.102203,55.64913
2023-01-01 12:00:00,15.520294,7.181244,902.48517,7.7506003,23.483307,57.57251
2023-01-01 13:00:00,15.2836,7.221405,903.0926,8.096378,27.96344,58.613926
2023-01-01 14:00:00,14.130951,7.176819,903.78125,8.31883,31.778473,62.943935
2023-01-01 15:00:00,12.868622,6.6889954,904.2475,8.411615,35.111206,66.08655
2023-01-01 16:00:00,12.621918,6.6623535,904.4441,8.4120245,38.025085,67.039856
2023-01-01 17:00:00,11.857086,6.5119324,904.3766,8.370688,40.40558,69.77117
2023-01-01 18:00:00,11.577545,6.421631,904.091,8.311074,42.092346,70.63018
2023-01-01 19:00:00,11.398529,6.371063,903.68823,8.300426,43.367065,71.22278
2023-01-01 20:00:00,10.683014,6.015503,903.2344,8.294028,44.135162,72.8768
2023-01-01 21:00:00,10.548798,5.939331,902.8303,8.306715,44.54117,73.14502
2023-01-01 22:00:00,9.9175415,5.5207825,902.5762,7.883004,47.69168,74.11568
2023-01-01 23:00:00,9.875183,5.4963684,902.5913,7.9923534,47.65091,74.200455
2023-01-02 00:00:00,10.04007,5.5143127,902.96954,8.059066,48.689148,73.47754
2023-01-02 01:00:00,10.000122,5.4919434,903.5681,8.198584,50.096375,73.55996
2023-01-02 02:00:00,10.840179,5.928589,904.32416,8.371545,52.137543,71.68737
2023-01-02 03:00:00,11.146362,5.8496704,904.95654,8.420588,55.10669,69.862946
2023-01-02 04:00:00,11.889618,6.0680237,905.3399,8.15126,58.173523,67.52435
2023-01-02 05:00:00,14.686951,6.7084656,905.22107,7.5802794,60.130493,58.80381
2023-01-02 06:00:00,15.529388,6.8055115,904.7,6.7289605,59.019745,56.07655
2023-01-02 07:00:00,15.843872,6.7476196,903.84283,5.9452653,53.635162,54.74136
2023-01-02 08:00:00,16.98941,6.6962585,903.00104,5.4818153,45.92041,50.713867
2023-01-02 09:00:00,17.105927,6.5874634,902.32196,5.4501443,38.706146,49.966137
2023-01-02 10:00:00,15.759613,6.847748,901.9389,5.639954,35.002777,55.416542
2023-01-02 11:00:00,15.59964,7.016968,902.0745,6.6139073,36.83673,56.64004
2023-01-02 12:00:00,15.3967285,7.1273804,902.613,7.093863,38.138275,57.816853
2023-01-02 13:00:00,15.086151,7.1576843,903.2363,7.5648127,40.38861,59.103924
2023-01-02 14:00:00,13.901093,6.9907837,903.8953,7.856523,42.49765,63.08024
2023-01-02 15:00:00,12.806488,6.647461,904.3474,8.009111,44.277924,66.16668
2023-01-02 16:00:00,12.595001,6.6903076,904.6007,8.041342,45.794006,67.28732
2023-01-02 17:00:00,11.840912,6.4420166,904.5176,7.9876294,47.138428,69.51044
2023-01-02 18:00:00,11.649689,6.431122,904.2009,7.982354,47.878906,70.34033
2023-01-02 19:00:00,11.441986,6.37796,903.81335,7.957617,48.28247,71.05205
2023-01-02 20:00:00,10.832977,6.0840454,903.4253,7.938913,48.149292,72.49587
2023-01-02 21:00:00,10.656311,6.0064087,903.0725,7.9427066,47.32132,72.960594
2023-01-02 22:00:00,10.146027,5.6791687,902.8734,7.345931,51.73654,73.79711
2023-01-02 23:00:00,10.051788,5.638794,902.8107,7.5364366,50.533234,74.056114
2023-01-03 00:00:00,10.134003,5.629486,903.05225,7.681423,50.321564,73.60274
2023-01-03 01:00:00,10.08493,5.6202393,903.6245,7.845777,50.9458,73.797264
2023-01-03 02:00:00,10.9783325,6.1529846,904.404,8.034214,52.042816,72.14164
2023-01-03 03:00:00,11.24762,6.1000366,905.0538,8.018819,53.959106,70.60636
2023-01-03 04:00:00,11.856506,6.274719,905.41626,7.4768596,54.689392,68.643555
2023-01-03 05:00:00,14.404755,6.908661,905.29095,6.751623,51.99356,60.7133
2023-01-03 06:00:00,15.1188965,6.680847,904.6947,6.1796293,46.335266,57.082664
2023-01-03 07:00:00,15.517029,6.579315,903.78687,5.8545284,37.71161,55.255795
2023-01-03 08:00:00,16.578094,6.496338,902.8373,5.8368835,28.998138,51.34443
2023-01-03 09:00:00,16.7359,6.405548,902.1655,6.169588,23.198181,50.51576
2023-01-03 10:00:00,15.423798,6.5131836,901.8529,6.238132,23.533844,55.3348
2023-01-03 11:00:00,15.164673,6.5959167,901.9721,7.06165,26.574219,56.58381
2023-01-03 12:00:00,14.958496,6.8189697,902.4158,7.3063407,27.751312,58.224075
2023-01-03 13:00:00,14.729584,6.9087524,903.0489,7.671928,29.61618,59.453922
2023-01-03 14:00:00,13.706421,6.874542,903.66766,7.959803,31.733917,63.375645
2023-01-03 15:00:00,12.528992,6.4986267,904.152,8.099509,33.893402,66.6946
2023-01-03 16:00:00,12.275787,6.4489136,904.4246,8.130883,36.217102,67.58093
2023-01-03 17:00:00,11.529633,6.1842957,904.4483,8.104107,38.202362,69.70497
2023-01-03 18:00:00,11.335297,6.166107,904.2402,8.1122875,39.724854,70.51832
2023-01-03 19:00:00,11.101135,6.0968323,903.9296,8.102573,40.928284,71.27949
2023-01-03 20:00:00,10.522614,5.898712,903.62274,8.089806,41.61386,73.06731
2023-01-03 21:00:00,10.394562,5.8766174,903.3607,8.095405,41.965515,73.58119
2023-01-03 22:00:00,9.903534,5.5374756,903.1206,7.8578687,44.537018,74.27112
2023-01-03 23:00:00,9.79184,5.521637,903.06244,8.08878,44.909973,74.74673
2023-01-04 00:00:00,9.92868,5.596466,903.3222,8.20948,45.193604,74.44996
2023-01-04 01:00:00,9.929352,5.602539,903.84735,8.337706,46.309113,74.47794
2023-01-04 02:00:00,10.6397705,5.9538574,904.5175,8.509897,47.873688,72.776276
2023-01-04 03:00:00,11.002655,5.941345,905.15704,8.639411,49.852844,70.9805
2023-01-04 04:00:00,11.595459,6.081604,905.5036,8.542898,50.58783,68.91244
