timestamp,temperature_C,dewpoint_C,pressure_hPa,wind_speed_kmh,wind_direction_deg,relative_humidity_pct
2024-10-01 00:00:00,20.513794,17.540985,898.31696,5.064237,277.18713,83.07533
2024-10-01 01:00:00,20.59079,17.56247,898.8378,4.8969665,275.02887,82.79405
2024-10-01 02:00:00,21.986755,17.956543,899.4342,4.7914076,273.7182,77.912766
2024-10-01 03:00:00,22.574554,17.994507,899.87976,4.8795233,271.68488,75.354904
2024-10-01 04:00:00,23.007812,17.977905,899.9281,5.1181593,269.74805,73.32504
2024-10-01 05:00:00,24.782074,18.156036,899.6531,5.5892797,268.8992,66.64835
2024-10-01 06:00:00,25.514923,18.019257,899.0135,6.237921,268.93634,63.256107
2024-10-01 07:00:00,25.716858,17.884369,898.17944,6.886673,269.50912,61.974598
2024-10-01 08:00:00,26.440643,17.750397,897.31635,7.4144716,270.38034,58.878887
2024-10-01 09:00:00,26.515747,17.697052,896.6973,7.6217613,271.23438,58.422035
2024-10-01 10:00:00,25.600433,17.704163,896.43414,7.198738,271.53973,61.700134
2024-10-01 11:00:00,25.48767,17.761597,896.50037,6.326233,269.08737,62.339783
2024-10-01 12:00:00,25.098206,17.91684,896.75024,5.3916507,263.61404,64.42753
2024-10-01 13:00:00,24.788391,18.160675,897.183,4.950351,257.12082,66.64261
2024-10-01 14:00:00,23.676422,18.086273,897.86194,4.788568,249.65134,70.905716
2024-10-01 15:00:00,23.064606,18.073517,898.4886,4.8368187,243.16257,73.51395
2024-10-01 16:00:00,22.774048,18.092743,898.836,5.049807,238.77875,74.90933
2024-10-01 17:00:00,21.987366,17.888824,898.87976,5.3720136,236.28922,77.578705
2024-10-01 18:00:00,21.804138,17.90152,898.68353,5.7505364,235.11949,78.51373
2024-10-01 19:00:00,21.628448,17.88797,898.3671,6.07806,235.36322,79.29363
2024-10-01 20:00:00,21.092285,17.73642,897.9832,6.314508,236.51437,81.16389
2024-10-01 21:00:00,20.963867,17.665588,897.71155,6.461183,237.25096,81.44242
2024-10-01 22:00:00,20.490448,17.41095,897.4274,6.6704893,241.28741,82.515045
2024-10-01 23:00:00,20.426086,17.388367,897.59094,6.7576413,240.33163,82.725266
2024-10-02 00:00:00,20.633698,17.458862,897.91876,6.822094,239.51459,82.03738
2024-10-02 01:00:00,20.738037,17.557983,898.4556,6.9210553,238.22308,82.02327
2024-10-02 02:00:00,21.853424,17.789062,899.0313,7.109587,236.57501,77.72575
2024-10-02 03:00:00,22.569641,18.055847,899.46405,7.813803,237.05103,75.66854
2024-10-02 04:00:00,22.990509,18.012756,899.5889,8.629,239.8246,73.56287
2024-10-02 05:00:00,24.761627,18.114014,899.31305,9.332845,243.18976,66.55394
2024-10-02 06:00:00,25.4729,17.97992,898.75446,10.054546,246.29318,63.2576
2024-10-02 07:00:00,25.601624,17.855682,898.00073,10.613212,249.08005,62.287216
2024-10-02 08:00:00,26.271942,17.66269,897.2165,10.965479,251.60797,59.14039
2024-10-02 09:00:00,26.311005,17.477234,896.61584,11.0346985,253.89517,58.317993
2024-10-02 10:00:00,25.3172,17.499207,896.29443,10.3370905,254.11108,61.941593
2024-10-02 11:00:00,25.181763,17.462128,896.4147,9.463543,253.52611,62.2969
2024-10-02 12:00:00,24.913452,17.451996,896.71344,8.521466,250.24512,63.26066
2024-10-02 13:00:00,24.540405,17.792053,897.2395,7.9681597,246.6033,66.08817
2024-10-02 14:00:00,23.509705,17.824585,897.9521,7.7085056,242.9501,70.452614
2024-10-02 15:00:00,22.80484,17.84665,898.5325,7.663048,239.47461,73.6216
2024-10-02 16:00:00,22.56009,17.875183,898.8524,7.761883,236.66518,74.857216
2024-10-02 17:00:00,21.817139,17.721771,898.8649,7.9894257,234.69846,77.568695
2024-10-02 18:00:00,21.595581,17.698792,898.62604,8.303175,234.2395,78.5124
2024-10-02 19:00:00,21.410065,17.700745,898.25665,8.610908,234.87434,79.41879
2024-10-02 20:00:00,20.817719,17.530487,897.822,8.79327,236.2457,81.480545
2024-10-02 21:00:00,20.654663,17.493073,897.493,8.870962,237.41661,82.10853
2024-10-02 22:00:00,20.227997,17.235931,897.2664,8.750911,241.16345,82.94065
2024-10-02 23:00:00,20.144104,17.223999,897.36835,8.660611,241.68976,83.30905
2024-10-03 00:00:00,20.35196,17.322632,897.67896,8.535192,241.80832,82.76029
2024-10-03 01:00:00,20.389557,17.340607,898.2726,8.400879,241.26874,82.66223
2024-10-03 02:00:00,21.49176,17.60556,898.8868,8.58217,241.54665,78.54981
2024-10-03 03:00:00,22.059692,17.653076,899.3463,8.999264,243.50381,76.0992
2024-10-03 04:00:00,22.46109,17.614471,899.4718,9.333763,245.35843,74.08218
2024-10-03 05:00:00,24.258423,17.818268,899.2576,9.614528,246.84473,67.324776
2024-10-03 06:00:00,24.925385,17.690582,898.6866,9.95114,248.27534,64.17409
2024-10-03 07:00:00,25.092834,17.528107,897.894,10.278,249.83704,62.889046
2024-10-03 08:00:00,25.816559,17.27243,897.0747,10.496328,251.44511,59.277008
2024-10-03 09:00:00,25.866486,17.154205,896.3793,10.441158,253.03293,58.661663
2024-10-03 10:00:00,24.918854,17.033295,895.9578,10.1685705,257.28433,61.58803
2024-10-03 11:00:00,24.809387,17.042633,895.9758,9.070413,255.17094,62.028374
2024-10-03 12:00:00,24.570953,17.12091,896.30994,7.9483266,249.66183,63.23112
2024-10-03 13:00:00,24.22348,17.392548,896.9436,7.2682137,244.51208,65.67908
2024-10-03 14:00:00,23.207642,17.43216,897.70685,6.8807077,239.49188,69.99565
2024-10-03 15:00:00,22.46164,17.312164,898.3723,6.6828775,234.62642,72.679504
2024-10-03 16:00:00,22.255829,17.37024,898.7288,6.6817017,229.92654,73.86545
2024-10-03 17:00:00,21.538177,17.232086,898.7327,6.818774,226.29997,76.50145
2024-10-03 18:00:00,21.36856,17.260925,898.47406,7.0533495,224.4669,77.44122
2024-10-03 19:00:00,21.154144,17.247345,898.09985,7.2916765,224.1191,78.39882
2024-10-03 20:00:00,20.558258,17.098969,897.7107,7.4740367,224.66002,80.56583
2024-10-03 21:00:00,20.423218,17.060394,897.4621,7.544285,225.64178,81.04153
