timestamp,temperature_C,dewpoint_C,pressure_hPa,wind_speed_kmh,wind_direction_deg,relative_humidity_pct
2018-01-01 00:00:00,-2.025191970530182,-1.5643789218393997,-0.12412290240567855,-0.8256231405344322,-1.2187318724325609,0.5045839094437701
2018-01-01 01:00:00,-2.031685319433716,-1.565567900985662,0.03349583161716054,-0.7664737085658123,-1.2118022203611145,0.5151009367723008
2018-01-01 02:00:00,-1.9027013675917623,-1.543461786304944,0.2681302171940886,-0.6993978725613277,-1.202265217819287,0.3065455784799631
2018-01-01 03:00:00,-1.815032837423307,-1.5261633381920616,0.4966880796313299,-0.6797183904830794,-1.1559228228238716,0.1738515010011179
2018-01-01 04:00:00,-1.6634751409478046,-1.487889631098426,0.6462832355647582,-0.7966513519562723,-1.1024556548435969,-0.031245423842586852
2018-01-01 05:00:00,-1.0512788250865184,-1.3742509884544871,0.6078199852215528,-1.0122561282683387,-1.1013066379660577,-0.8544892400423894
2018-01-01 06:00:00,-0.8731522449572086,-1.4191352053174506,0.38610534338588426,-1.270154144835578,-1.235129268527051,-1.19789482547841
2018-01-01 07:00:00,-0.8008332842882611,-1.409125691461826,0.047449725423299935,-1.3927314310199514,-1.5577647105082832,-1.2854845904179628
2018-01-01 08:00:00,-0.5411252864556393,-1.4325048684236867,-0.28375288000291643,-1.3348775500443497,1.5891107042530699,-1.6741517988892878
2018-01-01 09:00:00,-0.5189169549373447,-1.4383011205874172,-0.5192538120135414,-1.2245478766992584,1.5672930357734498,-1.7113663353616735
2018-01-01 10:00:00,-0.796906036229305,-1.2784082840402817,-0.6763590370386177,-1.0612439605695976,1.7121626660939608,-1.0777874318831686
2018-01-01 11:00:00,-0.8239082239596704,-1.2961267878645109,-0.6667664036784203,-0.9171547867232078,-1.5431454817562722,-1.0672514092661392
2018-01-01 12:00:00,-0.867918428691983,-1.250247421373466,-0.5671171298427983,-0.8186253344261505,-1.4438000838631906,-0.9234966334831007
2018-01-01 13:00:00,-0.9346718835952169,-1.2858200715709156,-0.4082645478115791,-0.7063024039769115,-1.3687327134519867,-0.8820744561880567
2018-01-01 14:00:00,-1.1561721352281435,-1.2374658108539587,-0.22261678099642546,-0.6252956542152132,-1.3067006418188376,-0.43792911019375086
2018-01-01 15:00:00,-1.4244654554091827,-1.3387299823683378,-0.06424917968522785,-0.6053696178477869,-1.2543442037708759,-0.16685112864970106
2018-01-01 16:00:00,-1.4689091860839396,-1.342710496183474,0.03806035604134065,-0.6203402449226894,-1.2010144507721767,-0.09503418450386443
2018-01-01 17:00:00,-1.6742473953405774,-1.3900696707952416,0.023011689580344,-0.6756783023200678,-1.154673214835649,0.18918973541282993
2018-01-01 18:00:00,-1.714114032774486,-1.408537681223692,-0.06999049556254856,-0.7245492365633108,-1.124092662144453,0.22675061316482695
