timestamp,reconstruction_error,status,threshold_p95,threshold_p99
2024-01-01 23:00:00,0.039828252,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 00:00:00,0.032790508,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 01:00:00,0.030766092,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 02:00:00,0.032195415,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 03:00:00,0.03391163,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 04:00:00,0.03533911,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 05:00:00,0.03350526,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 06:00:00,0.039355278,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 07:00:00,0.051424824,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 08:00:00,0.053076368,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 09:00:00,0.033235032,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 10:00:00,0.030974308,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 11:00:00,0.035185292,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 12:00:00,0.038600087,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 13:00:00,0.040087793,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 14:00:00,0.04105151,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 15:00:00,0.043036677,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 16:00:00,0.0493607,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 17:00:00,0.060353473,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 18:00:00,0.06442514,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 19:00:00,0.060429335,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 20:00:00,0.055704407,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 21:00:00,0.05251427,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 22:00:00,0.045060933,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-02 23:00:00,0.035635613,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 00:00:00,0.029839784,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 01:00:00,0.02791185,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 02:00:00,0.029064605,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 03:00:00,0.030572185,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 04:00:00,0.032784063,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 05:00:00,0.032988414,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 06:00:00,0.039148405,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 07:00:00,0.0520664,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 08:00:00,0.05383478,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 09:00:00,0.029840091,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 10:00:00,0.024931673,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 11:00:00,0.026815424,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 12:00:00,0.030762771,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 13:00:00,0.0343827,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 14:00:00,0.038980007,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 15:00:00,0.04554312,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 16:00:00,0.051770385,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 17:00:00,0.05915365,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 18:00:00,0.05914137,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 19:00:00,0.053145412,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 20:00:00,0.04868488,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 21:00:00,0.045395076,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 22:00:00,0.039417334,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-03 23:00:00,0.031154573,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-04 00:00:00,0.025548456,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-04 01:00:00,0.023013413,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-04 02:00:00,0.023019202,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-04 03:00:00,0.0219481,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-04 04:00:00,0.021229662,NORMAL,0.2635244131088257,0.4121681749820709
2024-01-04 05:00:00,0.021701809,NORMAL,0.2635244131088257,0.4121681749820709
